id,key,value,type 
337024448,service,parking_aisle,regular
337201823,building,apartments,regular
337225317,name,Native Spring,regular
337225317,highway,residential,regular
337388350,highway,service,regular
337388350,service,driveway,regular
337424345,name,Inka Grill,regular
337424345,amenity,restaurant,regular
337424345,building,yes,regular
337424365,highway,service,regular
337681994,highway,service,regular
337681994,service,driveway,regular
337691812,highway,service,regular
337691812,service,driveway,regular
337691825,highway,service,regular
337691825,service,driveway,regular
337693300,highway,service,regular
337693300,service,driveway,regular
337693310,highway,service,regular
337693310,service,driveway,regular
337693320,highway,service,regular
337693320,service,driveway,regular
337693330,highway,service,regular
337693330,service,driveway,regular
337694242,building,apartments,regular
337694242,street,Santa Barbara Court,addr
337694242,housenumber,73-95,addr
337694242,interpolation,odd,addr
337694252,building,apartments,regular
337694252,street,Santa Barbara Court,addr
337694252,housenumber,52-70,addr
337694252,interpolation,even,addr
337703713,barrier,fence,regular
337703723,highway,service,regular
337703723,service,driveway,regular
337703733,highway,service,regular
337703733,service,driveway,regular
337703743,highway,service,regular
337703743,service,driveway,regular
337704339,barrier,fence,regular
337704349,barrier,fence,regular
337735472,name,F,regular
337735472,building,apartments,regular
337735482,name,S,regular
337735482,building,apartments,regular
337735580,building,apartments,regular
337791733,name,1,regular
337791733,building,house,regular
337799948,name,39,regular
337799948,note,FIXME - fix these building outlines,regular
337799948,building,apartments,regular
337801777,name,22,regular
337801777,note,FIXME - fix these building outlines,regular
337801777,building,apartments,regular
337801787,name,14,regular
337801787,building,apartments,regular
337801799,name,27,regular
337801799,building,apartments,regular
337801809,name,15,regular
337801809,building,apartments,regular
337810079,building,commercial,regular
337810079,city,Irvine,addr
337810079,street,Parker,addr
337810079,postcode,92618,addr
337810079,housenumber,65,addr
337810089,building,commercial,regular
337810089,city,Irvine,addr
337810089,street,Parker,addr
337810089,postcode,92618,addr
337810089,housenumber,50,addr
337817244,name,Brookhollow,regular
337817244,highway,residential,regular
337817244,cfcc,A41,tiger
337817244,county,"Orange, CA",tiger
337817244,reviewed,no,tiger
337817244,zip_left,92630,tiger
337817244,name_base,Brookhollow,tiger
337817244,zip_right,92630,tiger
337847878,name,13,regular
337847878,building,apartments,regular
337847898,name,22,regular
337847898,building,apartments,regular
337847908,name,9,regular
337847908,building,apartments,regular
337853212,name,1,regular
337853212,building,apartments,regular
337856410,name,Del Taco,regular
337856410,source,usgs_imagery_2007;survey;image,regular
337856410,amenity,fast_food,regular
337856410,cuisine,mexican,regular
337856410,building,retail,regular
337856410,city,Lake Forest,addr
337856410,source_ref,AM909_DSCU6463,regular
337856410,street,El Toro Road,addr
337856410,postcode,92630,addr
337856410,drive_through,yes,regular
337856410,housenumber,22349,addr
337875998,leisure,swimming_pool,regular
337876010,name,25,regular
337876010,building,apartments,regular
337876020,name,13,regular
337876020,building,apartments,regular
337881952,leisure,swimming_pool,regular
337881962,building,apartments,regular
337883894,name,10,regular
337883894,building,apartments,regular
337883904,name,1,regular
337883904,building,apartments,regular
337883914,name,clubhouse,regular
337883914,building,yes,regular
337892893,name,18,regular
337892893,building,apartments,regular
337892903,name,27,regular
337892903,building,apartments,regular
337892913,name,36,regular
337892913,building,apartments,regular
337892923,name,45,regular
337892923,building,apartments,regular
337892933,name,54,regular
337892933,building,apartments,regular
337892943,name,63,regular
337892943,building,apartments,regular
337892953,name,72,regular
337892953,building,apartments,regular
337898054,name,104,regular
337898054,building,apartments,regular
337898064,name,114,regular
337898064,building,apartments,regular
337898074,name,124,regular
337898074,building,apartments,regular
337898084,name,134,regular
337898084,building,apartments,regular
337898094,name,145,regular
337898094,building,apartments,regular
337898104,name,154,regular
337898104,building,apartments,regular
337898114,name,164,regular
337898114,building,apartments,regular
337898126,name,174,regular
337898126,building,apartments,regular
337898140,name,184,regular
337898140,building,apartments,regular
337898152,name,194,regular
337898152,building,apartments,regular
337898162,name,204,regular
337898162,building,apartments,regular
337898172,name,214,regular
337898172,building,apartments,regular
337898182,name,224,regular
337898182,building,apartments,regular
337898192,name,234,regular
337898192,building,apartments,regular
337898202,name,244,regular
337898202,building,apartments,regular
337898212,name,254,regular
337898212,building,apartments,regular
337898222,name,264,regular
337898222,building,apartments,regular
337898232,name,274,regular
337898232,building,apartments,regular
337898242,name,284,regular
337898242,building,apartments,regular
337898252,name,294,regular
337898252,building,apartments,regular
337898265,name,304,regular
337898265,building,apartments,regular
337898275,name,314,regular
337898275,building,apartments,regular
337898285,name,76,regular
337898285,building,apartments,regular
337898295,name,86,regular
337898295,building,apartments,regular
337898305,name,96,regular
337898305,building,apartments,regular
337921501,street,Old Trabuco Road,addr
337921501,housenumber,25652,addr
337921511,name,Building 6,regular
337921511,building,apartments,regular
337923027,sport,tennis,regular
337923027,leisure,pitch,regular
337923897,name,2,regular
337923897,building,apartments,regular
337923907,name,8,regular
337923907,building,apartments,regular
337923917,name,9,regular
337923917,building,apartments,regular
337923927,name,17,regular
337923927,building,apartments,regular
337925876,building,apartments,regular
338042414,highway,service,regular
338113550,name,West Yale Loop,regular
338113550,oneway,yes,regular
338113550,source,Tiger2011; Bing,regular
338113550,highway,secondary,regular
338113550,cycleway,lane,regular
338113550,maxspeed,40 mph,regular
338113550,cfcc,A41,tiger
338113550,county,"Orange, CA",tiger
338113550,zip_left,92614,tiger
338113550,maxspeed,sign,source
338113550,name_base,Yale,tiger
338113550,name_type,Loop,tiger
338113550,zip_right,92614,tiger
338113550,name_direction_prefix,E,tiger
338317795,name,Loggia,regular
338317795,highway,residential,regular
338846446,highway,residential,regular
339232525,building,yes,regular
339379949,name,I Street,regular
339379949,oneway,yes,regular
339379949,source,yahoo_imagery;survey;image,regular
339379949,highway,residential,regular
339379949,source_ref,AM909_DSCU4476;AM909_DSCU4519,regular
339379949,cfcc,A41,tiger
339379949,county,"Orange, CA",tiger
339379949,zip_left,92661,tiger
339379949,name_base,I,tiger
339379949,name_type,St,tiger
339379949,zip_right,92661,tiger
339465112,highway,path,regular
339465112,surface,unpaved,regular
339573313,name,Belmez,regular
339573313,highway,residential,regular
339573339,name,Duverney,regular
339573339,highway,residential,regular
339573352,name,Pina,regular
339573352,highway,residential,regular
339820492,name,Oakglen,regular
339820492,highway,residential,regular
339820502,name,Oakglen,regular
339820502,highway,residential,regular
339830257,building,commercial,regular
339830257,city,Lake Forest,addr
339830257,street,Vista Terrace,addr
339830257,postcode,92630,addr
339830257,housenumber,26891,addr
340036896,highway,service,regular
340036896,motor_vehicle,no,regular
340208402,highway,service,regular
340208402,service,driveway,regular
340553218,building,commercial,regular
340553218,city,Lake Forest,addr
340553218,street,Bake Parkway,addr
340553218,postcode,92630,addr
340553218,housenumber,21098,addr
340553228,building,commercial,regular
340553228,city,Lake Forest,addr
340553228,street,Bake Parkway,addr
340553228,postcode,92630,addr
340553228,housenumber,21072,addr
340733991,name,Serrano Park,regular
340733991,landuse,residential,regular
340782546,leisure,swimming_pool,regular
340782583,building,apartments,regular
340782583,city,Lake Forest,addr
340782583,street,Lake Forest Drive,addr
340782583,postcode,92630,addr
340782583,housenumber,21426,addr
340782605,building,apartments,regular
340782605,city,Lake Forest,addr
340782605,street,Lake Forest Drive,addr
340782605,postcode,92630,addr
340782605,housenumber,21482,addr
340816866,ref,WA 530,regular
340816866,source,TIGER 2005,regular
340816866,highway,primary,regular
340816866,maxspeed,55 mph,regular
341024703,name,Prarie Ridge,regular
341024703,landuse,residential,regular
341052473,highway,service,regular
341052473,service,alley,regular
341072774,highway,service,regular
341072774,service,alley,regular
341078867,highway,service,regular
341078867,service,driveway,regular
341087840,name,Plateau,regular
341087840,highway,residential,regular
341087850,highway,service,regular
341087850,service,alley,regular
341087860,highway,service,regular
341087860,service,alley,regular
341106573,highway,service,regular
341106573,service,alley,regular
341106587,highway,service,regular
341106587,service,alley,regular
341125052,highway,service,regular
341125052,service,alley,regular
341200757,highway,service,regular
341200757,service,alley,regular
341200767,highway,service,regular
341200767,service,alley,regular
341200778,highway,service,regular
341200778,service,alley,regular
341200788,highway,service,regular
341200788,service,alley,regular
341210147,sport,basketball,regular
341210147,leisure,pitch,regular
341241919,name,Gitano,regular
341241919,oneway,yes,regular
341241919,highway,secondary,regular
341249192,highway,service,regular
341249192,service,driveway,regular
341249208,highway,service,regular
341249208,service,driveway,regular
341249225,highway,service,regular
341249225,service,alley,regular
341249237,highway,service,regular
341249237,service,driveway,regular
341249249,highway,service,regular
341249249,service,alley,regular
341249265,highway,service,regular
341249265,service,alley,regular
341254319,highway,service,regular
341254319,service,alley,regular
341254885,highway,service,regular
341254885,service,driveway,regular
341254895,highway,service,regular
341254895,service,driveway,regular
341258035,highway,service,regular
341258035,service,driveway,regular
341258045,highway,service,regular
341258045,service,alley,regular
341259822,sport,beachvolleyball,regular
341259822,leisure,pitch,regular
341276537,highway,service,regular
341276537,service,alley,regular
341276567,highway,service,regular
341276567,service,alley,regular
341276587,highway,service,regular
341276587,service,alley,regular
341282820,highway,service,regular
341282820,service,alley,regular
341282830,highway,service,regular
341282830,service,alley,regular
341284758,highway,service,regular
341284758,service,alley,regular
341284770,highway,service,regular
341284770,service,alley,regular
341284784,highway,service,regular
341284784,service,alley,regular
341300919,name,Tulip,regular
341300919,highway,residential,regular
341305933,name,Emerald Clover,regular
341305933,highway,residential,regular
341305948,name,Purple Jasmine,regular
341305948,highway,residential,regular
341311068,name,Island Coral,regular
341311068,highway,residential,regular
341336586,highway,service,regular
341336586,service,alley,regular
341336596,highway,service,regular
341336606,highway,service,regular
341336606,service,alley,regular
341339353,highway,service,regular
341339353,service,alley,regular
341339363,highway,service,regular
341339363,service,alley,regular
341340057,highway,service,regular
341340057,service,alley,regular
341341160,highway,service,regular
341341160,service,alley,regular
341341170,highway,service,regular
341341170,service,alley,regular
341341180,highway,service,regular
341341180,service,alley,regular
341341563,highway,service,regular
341341563,service,alley,regular
341345954,name,Ridge Valley,regular
341345954,oneway,yes,regular
341345954,highway,tertiary,regular
341349163,name,Beacon,regular
341349163,oneway,yes,regular
341349163,highway,tertiary,regular
341349173,name,Newall,regular
341349173,highway,construction,regular
341349173,construction,residential,regular
341349183,name,Straw,regular
341349183,highway,construction,regular
341349183,construction,residential,regular
341350049,name,Rake,regular
341350049,highway,construction,regular
341350049,construction,residential,regular
341358024,name,Catalina,regular
341358024,oneway,yes,regular
341358024,highway,tertiary,regular
341359955,building,apartments,regular
341359965,building,apartments,regular
341359975,building,apartments,regular
341359985,name,Quinn Way,regular
341359985,highway,residential,regular
341362508,highway,service,regular
341362508,service,alley,regular
341362536,highway,service,regular
341362536,service,alley,regular
341503829,name,Portola Springs,regular
341503829,highway,residential,regular
341510565,highway,service,regular
341510565,service,alley,regular
341510575,highway,service,regular
341510575,service,alley,regular
341510585,highway,service,regular
341510585,service,alley,regular
341510595,highway,service,regular
341510595,service,alley,regular
341510605,highway,service,regular
341510605,service,alley,regular
341510615,highway,service,regular
341510615,service,driveway,regular
341510625,highway,service,regular
341510625,service,alley,regular
341539794,highway,service,regular
341539794,service,alley,regular
341604340,highway,service,regular
341604340,service,driveway,regular
341610850,highway,service,regular
341610850,service,driveway,regular
341614368,highway,service,regular
341614368,service,alley,regular
341614380,highway,service,regular
341614380,service,alley,regular
341626034,name,Norwich,regular
341626034,highway,residential,regular
341640377,name,Crean Lutheran HS Sports Facility,regular
341640377,leisure,park,regular
341654067,name,Alpine,regular
341654067,highway,construction,regular
341654067,construction,residential,regular
341654077,highway,service,regular
341654077,service,alley,regular
341654087,name,Baritone,regular
341654087,highway,residential,regular
341654097,name,Rexford,regular
341654097,highway,residential,regular
341654097,construction,residential,regular
341658161,name,Crestwick,regular
341658161,highway,residential,regular
341658171,name,Shelbourne,regular
341658171,highway,residential,regular
341673612,name,Lambert Ranch Road,regular
341673612,oneway,yes,regular
341673612,highway,residential,regular
341843435,building,farm,regular
341843445,building,farm,regular
341857831,name,Patchwork,regular
341857831,access,private,regular
341857831,highway,residential,regular
341930050,name,Settlers,regular
341930050,oneway,yes,regular
341930050,highway,residential,regular
342128079,building,retail,regular
342128079,city,Irvine,addr
342128079,street,Technology Drive,addr
342128079,postcode,92618,addr
342128079,housenumber,55,addr
342137053,name,Shellbark,regular
342137053,highway,residential,regular
342145137,highway,service,regular
342145137,service,alley,regular
342214649,name,IRWD Booster Pump Station,regular
342214649,landuse,industrial,regular
342214649,operator,Irvine Ranch Water District,regular
342214649,city,Irvine,addr
342214649,street,Portola Parkway,addr
342214649,housenumber,6650,addr
342214662,highway,service,regular
342214662,service,alley,regular
342605156,name,D,regular
342605156,building,school,regular
342805446,name,Goldfinch Park,regular
342805446,leisure,park,regular
342805446,city,Irvine,addr
342805446,street,Shelbourne,addr
342805446,postcode,92618,addr
342805446,housenumber,217,addr
342806132,highway,service,regular
342806132,service,alley,regular
342806142,highway,service,regular
342806142,service,alley,regular
342806152,highway,service,regular
342806152,service,alley,regular
342806162,highway,service,regular
342806162,service,alley,regular
342806172,highway,service,regular
342806172,service,alley,regular
342806182,highway,service,regular
342806182,service,alley,regular
342806192,highway,service,regular
342806192,service,alley,regular
342841785,highway,service,regular
342841785,service,alley,regular
342841805,highway,service,regular
342841805,service,alley,regular
342847021,highway,service,regular
342847021,service,driveway,regular
342855873,building,apartments,regular
342855883,building,apartments,regular
342855893,building,apartments,regular
342855903,building,apartments,regular
342855913,building,apartments,regular
342855923,building,apartments,regular
342855933,building,apartments,regular
342855943,building,apartments,regular
342868123,building,retail,regular
342868123,city,Irvine,addr
342868123,street,Irvine Boulevard,addr
342868123,postcode,92620,addr
342868123,housenumber,4790,addr
342870639,name,Fallen Branch,regular
342870639,highway,construction,regular
342873194,name,Heavenly,regular
342873194,highway,proposed,regular
342873194,proposed,residential,regular
342875128,name,Lowland,regular
342875128,highway,residential,regular
343006367,highway,service,regular
343006367,service,alley,regular
343006389,highway,service,regular
343006389,service,alley,regular
343019655,building,yes,regular
343044819,name,Tomato Springs Park,regular
343044819,leisure,park,regular
343044819,city,Irvine,addr
343044819,street,Desert Bloom,addr
343044819,housenumber,225,addr
343081990,name,Bellflower,regular
343081990,highway,residential,regular
343082000,name,Odyssey Park,regular
343082000,leisure,park,regular
343082013,name,Honeysuckle,regular
343082013,highway,residential,regular
343082023,name,Penumbra,regular
343082023,highway,construction,regular
343082035,name,Finch,regular
343082035,highway,construction,regular
343082035,construction,residential,regular
343085381,name,Panorama,regular
343085381,highway,residential,regular
343096681,highway,service,regular
343096681,service,alley,regular
343113995,name,Applied Medical,regular
343113995,building,commercial,regular
343113995,city,Irvine,addr
343113995,street,Toledo Way,addr
343113995,postcode,92618,addr
343113995,housenumber,9401,addr
343114005,building,commercial,regular
343114015,building,commercial,regular
343114015,city,Irvine,addr
343114015,street,Alton Parkway,addr
343114015,postcode,92618,addr
343114015,housenumber,13645,addr
343116060,name,Kara West,regular
343116060,highway,residential,regular
343116060,cfcc,A41,tiger
343116060,county,"Orange, CA",tiger
343116060,zip_left,92620,tiger
343116060,name_base,Kara West; Kara East,tiger
343116060,zip_right,92620,tiger
343248695,access,private,regular
343248695,oneway,yes,regular
343248695,highway,residential,regular
343321173,building,apartments,regular
343321173,city,Irvine,addr
343321173,street,Wild Trails,addr
343321173,postcode,92618,addr
343321173,housenumber,33,addr
343321184,building,apartments,regular
343321194,building,apartments,regular
343321204,building,apartments,regular
343343076,highway,service,regular
343343076,service,driveway,regular
343344055,name,Winthrop,regular
343344055,access,private,regular
343344055,oneway,yes,regular
343344055,highway,residential,regular
343344055,cfcc,A41,tiger
343344055,county,"Orange, CA",tiger
343344055,zip_left,92620,tiger
343344055,name_base,Winthrop,tiger
343344055,zip_right,92620,tiger
343573275,highway,service,regular
343573275,service,driveway,regular
343592085,sport,tennis,regular
343592085,access,private,regular
343592085,leisure,pitch,regular
344003458,highway,service,regular
344003458,service,driveway,regular
344133934,highway,service,regular
344133934,service,driveway,regular
344143491,building,apartments,regular
344143491,levels,2,building
344143503,building,apartments,regular
344143503,levels,3,building
344143513,building,apartments,regular
344143513,levels,3,building
344143523,building,apartments,regular
344143523,levels,3,building
344143533,building,apartments,regular
344143533,levels,3,building
344149984,highway,service,regular
344149984,service,alley,regular
344149994,highway,service,regular
344149994,service,alley,regular
344150004,highway,service,regular
344150004,service,alley,regular
344164405,name,Olive Grove Square Park,regular
344164405,leisure,park,regular
344164405,city,Irvine,addr
344164405,street,Enchanted,addr
344164405,postcode,92620,addr
344164405,housenumber,42,addr
344165778,highway,service,regular
344165778,service,alley,regular
344174466,highway,service,regular
344174466,service,driveway,regular
344180331,name,Laurel Square Park,regular
344180331,leisure,park,regular
344180331,city,Irvine,addr
344180331,street,Great Lawn,addr
344180331,postcode,92620,addr
344180331,housenumber,180,addr
344180472,highway,service,regular
344180472,service,alley,regular
344180482,highway,service,regular
344180482,service,alley,regular
344180492,highway,service,regular
344180492,service,alley,regular
344309467,building,apartments,regular
344309467,city,Irvine,addr
344309467,street,Payton,addr
344309467,postcode,92620,addr
344309477,building,apartments,regular
344309477,city,Irvine,addr
344309477,street,Payton,addr
344309477,postcode,92620,addr
344309487,building,apartments,regular
344309487,city,Irvine,addr
344309487,street,Payton,addr
344309487,postcode,92620,addr
344310991,building,apartments,regular
344311747,building,apartments,regular
344311747,city,Irvine,addr
344311747,street,Roycroft,addr
344311747,postcode,92620,addr
344311747,housenumber,31,addr
344311757,building,apartments,regular
344311757,city,Irvine,addr
344311757,street,Roycroft,addr
344311757,postcode,92620,addr
344311757,housenumber,41,addr
344311844,building,apartments,regular
344311844,city,Irvine,addr
344311844,street,Mapleton,addr
344311844,postcode,92620,addr
344311844,housenumber,94,addr
344311939,building,apartments,regular
344311939,city,Irvine,addr
344311939,street,Hallmark,addr
344311939,postcode,92620,addr
344311939,housenumber,73,addr
344311995,building,apartments,regular
344311995,city,Irvine,addr
344311995,street,Great Lawn,addr
344311995,postcode,92620,addr
344311995,housenumber,224,addr
344312121,building,apartments,regular
344312121,city,Irvine,addr
344312121,street,Herringbone,addr
344312121,postcode,92620,addr
344312121,housenumber,25,addr
344312133,building,apartments,regular
344312133,city,Irvine,addr
344312133,street,Herringbone,addr
344312133,postcode,92620,addr
344312133,housenumber,57,addr
344314252,building,apartments,regular
344314252,city,Irvine,addr
344314252,street,Regal,addr
344314252,postcode,92620,addr
344314252,housenumber,211,addr
344315631,building,apartments,regular
344315631,city,Irvine,addr
344315631,street,Plantation,addr
344315631,postcode,92620,addr
344315631,housenumber,68,addr
344321339,highway,service,regular
344321339,service,driveway,regular
344321349,highway,service,regular
344321349,service,driveway,regular
344321359,highway,service,regular
344321359,service,driveway,regular
344321369,highway,service,regular
344321369,service,driveway,regular
344321380,highway,service,regular
344321380,service,driveway,regular
344321391,highway,service,regular
344321391,service,driveway,regular
344321401,access,private,regular
344321401,oneway,yes,regular
344321401,highway,residential,regular
344341265,source,yahoo_imagery,regular
344341265,highway,service,regular
344341265,service,alley,regular
344347073,building,apartments,regular
344347085,building,apartments,regular
344347099,building,apartments,regular
344387953,name,Glenn,regular
344387953,highway,residential,regular
344387953,cfcc,A41,tiger
344387953,county,"Orange, CA",tiger
344387953,zip_left,92620,tiger
344387953,zip_right,92620,tiger
344533476,note,"Formerly Fresh & Easy supermarket, as of Sep 2015 it's disused",regular
344533476,building,retail,regular
344533476,city,Lake Forest,addr
344533476,street,El Toro Road,addr
344533476,postcode,92630,addr
344533476,housenumber,22475,addr
344547098,sport,tennis,regular
344547098,leisure,pitch,regular
344547108,building,school,regular
344547118,building,school,regular
344554206,highway,service,regular
344554206,service,driveway,regular
344622305,highway,service,regular
344622305,service,driveway,regular
344773193,building,school,regular
345079554,name,Hečkova,regular
345079554,is_in,Senec,regular
345079554,oneway,yes,regular
345079554,highway,residential,regular
345141350,name,Jubilo Place,regular
345141350,highway,residential,regular
345141350,cfcc,A41,tiger
345141350,county,"Orange, CA",tiger
345141350,zip_left,92630,tiger
345141350,name_base,Jubilo,tiger
345141350,name_type,Pl,tiger
345141350,zip_right,92630,tiger
345305784,building,school,regular
345601692,name,Building 7,regular
345601692,building,apartments,regular
345602014,sport,tennis,regular
345602014,leisure,pitch,regular
345602024,highway,service,regular
345602024,service,alley,regular
345631969,covered,no,regular
345631969,landuse,reservoir,regular
345631969,reservoir_type,sewage,regular
345751334,highway,service,regular
345751334,service,driveway,regular
345821456,highway,path,regular
345821456,surface,dirt,regular
346025266,highway,service,regular
346025266,service,driveway,regular
346026500,building,apartments,regular
346026500,city,Lake Forest,addr
346026500,street,Lake Vista Drive,addr
346026500,postcode,92630,addr
346026500,housenumber,21709,addr
346026510,building,apartments,regular
346026510,city,Lake Forest,addr
346026510,street,Lake Vista Drive,addr
346026510,postcode,92630,addr
346026510,housenumber,21722,addr
346026520,building,apartments,regular
346026520,city,Lake Forest,addr
346026520,street,Lake Vista Drive,addr
346026520,postcode,92630,addr
346026520,housenumber,21735,addr
346026546,building,apartments,regular
346026546,city,Lake Forest,addr
346026546,street,Lake Vista Drive,addr
346026546,postcode,92630,addr
346026546,housenumber,21746,addr
346026570,building,apartments,regular
346026570,city,Lake Forest,addr
346026570,street,Lake Vista Drive,addr
346026570,postcode,92630,addr
346026570,housenumber,21757,addr
346026582,building,apartments,regular
346026582,city,Lake Forest,addr
346026582,street,Lake Vista Drive,addr
346026582,postcode,92630,addr
346026582,housenumber,21768,addr
346026593,building,apartments,regular
346026593,city,Lake Forest,addr
346026593,street,Lake Vista Drive,addr
346026593,postcode,92630,addr
346026593,housenumber,21781,addr
346026603,building,apartments,regular
346026603,city,Lake Forest,addr
346026603,street,Lake Vista Drive,addr
346026603,postcode,92630,addr
346026603,housenumber,21792,addr
346026613,building,apartments,regular
346026613,city,Lake Forest,addr
346026613,street,Lake Vista Drive,addr
346026613,postcode,92630,addr
346026613,housenumber,21804,addr
346026646,leisure,park,regular
346095432,name,Newmarket,regular
346095432,highway,residential,regular
346095605,leisure,swimming_pool,regular
346098582,name,Renata,regular
346098582,highway,residential,regular
346098582,cfcc,A41,tiger
346098582,county,"Orange, CA",tiger
346098582,reviewed,no,tiger
346098582,name_base,Renata,tiger
346099051,name,Via Diamante,regular
346099051,note,Missing Via prefix in TIGER11,regular
346099051,access,private,regular
346099051,source,bing_imagery_0.06m_201008;OCGIS;TIGER11,regular
346099051,highway,residential,regular
346099051,source_ref,MM765/11;MM778/12;RSB173/34,regular
346099051,mtfcc,S1400:S1640,tiger
346099051,linearid,1101174822788:1102639058825,tiger
346099152,name,Wilkening,regular
346099152,highway,service,regular
346099152,service,driveway,regular
346110762,name,Building 4,regular
346110762,building,apartments,regular
346110772,access,private,regular
346110772,oneway,yes,regular
346110772,highway,service,regular
346110772,service,driveway,regular
346324687,amenity,parking,regular
346324697,highway,service,regular
346324697,service,driveway,regular
346324707,highway,service,regular
346324707,service,driveway,regular
346328328,name,Bonita Lane,regular
346328328,highway,residential,regular
346328328,cfcc,A41,tiger
346328328,county,"Orange, CA",tiger
346328328,zip_left,92630,tiger
346328328,name_base,Bonita:Mesa,tiger
346328328,name_type,Ln:Way,tiger
346328328,zip_right,92630,tiger
346361310,name,El Toro Auto Repair Center,regular
346361310,landuse,commercial,regular
346363558,building,commercial,regular
346365455,building,commercial,regular
346365455,city,Lake Forest,addr
346365455,street,Orange Avenue,addr
346365455,postcode,92630,addr
346365455,housenumber,23141,addr
346378170,building,school,regular
346378183,building,school,regular
346465220,name,Polígon industrial Can Salvatella,regular
346465220,landuse,industrial,regular
346633040,highway,residential,regular
346675383,highway,service,regular
346675383,service,driveway,regular
346676574,highway,service,regular
346676574,service,driveway,regular
346676584,highway,service,regular
346676584,service,driveway,regular
346685644,leisure,swimming_pool,regular
346694189,name,Baker Water Treatment Plant,regular
346694189,landuse,industrial,regular
346694189,man_made,wastewater_plant,regular
346694200,oneway,yes,regular
346694200,highway,residential,regular
346933587,name,Lake Garden Drive,regular
346933587,access,private,regular
346933587,highway,residential,regular
346933587,cfcc,A41,tiger
346933587,county,"Orange, CA",tiger
346933587,zip_left,92630,tiger
346933587,name_base,Lake Garden,tiger
346933587,name_type,Dr,tiger
346937064,building,school,regular
346937133,sport,volleyball,regular
346937133,leisure,pitch,regular
346937377,name,Pine Lake Lane,regular
346937377,highway,residential,regular
346937388,highway,service,regular
346937401,highway,service,regular
346945260,name,CVS Pharmacy,regular
346945260,shop,chemist,regular
346945260,amenity,pharmacy,regular
346945260,building,retail,regular
346945260,city,Lake Forest,addr
346945260,street,Muirlands Boulevard,addr
346945260,postcode,92630,addr
346945260,housenumber,24271,addr
346949119,highway,service,regular
346949136,highway,service,regular
346949136,service,driveway,regular
346964780,highway,service,regular
346964780,service,parking_aisle,regular
346964791,highway,service,regular
346964791,service,parking_aisle,regular
346997647,name,7-Eleven,regular
346997647,shop,convenience,regular
346997647,building,retail,regular
346997647,city,Lake Forest,addr
346997647,street,Ridge Route Drive,addr
346997647,postcode,92630,addr
346997647,housenumber,24386,addr
347303573,highway,service,regular
347303573,service,alley,regular
347311188,building,apartments,regular
347311188,city,Lake Forest,addr
347311188,street,Bendricon Lane,addr
347311188,postcode,92630,addr
347311188,housenumber,24501,addr
347311200,building,apartments,regular
347311200,city,Lake Forest,addr
347311200,street,Bendricon Lane,addr
347311200,postcode,92630,addr
347311200,housenumber,24531,addr
347311211,highway,service,regular
347311211,service,driveway,regular
347320915,name,El Toro Professional Center,regular
347320915,building,commercial,regular
347320915,street,El Toro Road,addr
347320915,housenumber,23321,addr
347320925,building,retail,regular
347320925,city,Lake Forest,addr
347320925,street,El Toro Road,addr
347320925,postcode,92630,addr
347320925,housenumber,23384,addr
347394632,name,Lake Forest Lane,regular
347394632,highway,residential,regular
347394632,cfcc,A41,tiger
347394632,county,"Orange, CA",tiger
347394632,zip_left,92630,tiger
347394632,name_base,Lake Forest,tiger
347394632,name_type,Ln,tiger
347394632,zip_right,92630,tiger
347399582,name,Rockfield Plaza,regular
347399582,landuse,commercial,regular
347399592,name,Shell,regular
347399592,amenity,fuel,regular
347399592,building,retail,regular
347399592,city,Lake Forest,addr
347399592,street,Rockfield Boulevard,addr
347399592,postcode,92630,addr
347399592,housenumber,23652,addr
347399603,building,root,regular
347402184,name,Arby's,regular
347402184,amenity,fast_food,regular
347402184,cuisine,deli,regular
347402184,building,retail,regular
347402184,street,Bridger Road,addr
347402184,drive_through,yes,regular
347402184,housenumber,23862,addr
347632285,amenity,parking,regular
347632303,highway,service,regular
347632303,service,driveway,regular
347634300,name,Ferngreen Lane,regular
347634300,highway,residential,regular
347634300,cfcc,A74,tiger
347634300,county,"Orange, CA",tiger
347634300,name_base,Ferngreen,tiger
347634300,name_type,Ln,tiger
347709492,building,industrial,regular
347722028,oneway,yes,regular
347722028,highway,service,regular
347722028,service,driveway,regular
348164496,building,yes,regular
348164506,building,hospital,regular
348164516,highway,service,regular
348450369,name,Main Street,regular
348450369,oneway,yes,regular
348450369,source,Tiger2011;Bing,regular
348450369,highway,primary,regular
348450369,maxspeed,45 mph,regular
348493702,oneway,yes,regular
348493702,highway,service,regular
348493712,building,yes,regular
348493722,amenity,parking,regular
348493732,building,yes,regular
348493742,highway,service,regular
348495113,highway,service,regular
348506414,highway,path,regular
348506424,highway,path,regular
348506435,amenity,parking,regular
348506445,highway,service,regular
348506456,amenity,parking,regular
348506466,building,yes,regular
348531004,building,yes,regular
348531014,building,yes,regular
348531024,highway,service,regular
348531034,oneway,yes,regular
348531034,highway,service,regular
348531044,building,yes,regular
348735064,name,Kawasaki Motors,regular
348735064,landuse,commercial,regular
348735064,city,Irvine,addr
348735064,state,CA,addr
348735064,street,Jeronimo Road,addr
348735064,postcode,92618,addr
348735064,housenumber,9950,addr
348735074,building,commercial,regular
348735074,city,Irvine,addr
348735074,street,Goodyear,addr
348735074,postcode,92618,addr
348735074,housenumber,16,addr
348754968,building,house,regular
348754968,city,Lake Forest,addr
