id,key,value,type 
13296069,name,Slocum,regular
13296069,highway,residential,regular
13296069,cfcc,A41,tiger
13296069,tlid,144058150:144058068,tiger
13296069,county,"Orange, CA",tiger
13296069,source,tiger_import_dch_v0.6_20070809,tiger
13296069,zip_left,92620,tiger
13296069,name_base,Slocum,tiger
13296069,separated,no,tiger
13296069,zip_right,92620,tiger
13296069,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13296243,name,Normandy Place,regular
13296243,odbl,clean,regular
13296243,highway,residential,regular
13296243,cfcc,A41,tiger
13296243,tlid,144054065:144054093,tiger
13296243,county,"Orange, CA",tiger
13296243,source,tiger_import_dch_v0.6_20070809,tiger
13296243,reviewed,no,tiger
13296243,zip_left,92705,tiger
13296243,name_base,Normandy,tiger
13296243,name_type,Pl,tiger
13296243,separated,no,tiger
13296243,zip_right,92705,tiger
13296337,name,Capital Drive,regular
13296337,note,"City of LF maps, OC Landbase, and signage say Capital",regular
13296337,source,yahoo_imagery;OCLIS,regular
13296337,highway,residential,regular
13296337,source_ref,MM647/19,regular
13296337,cfcc,A41,tiger
13296337,county,"Orange, CA",tiger
13296337,zip_left,92630,tiger
13296337,name_base,Capital,tiger
13296337,name_type,Dr,tiger
13296337,zip_right,92630,tiger
13296424,name,Congress Place,regular
13296424,highway,residential,regular
13296424,cfcc,A41,tiger
13296424,county,"Orange, CA",tiger
13296424,name_base,Congress,tiger
13296424,name_type,Pl,tiger
13296538,name,South Hamlin Street,regular
13296538,highway,residential,regular
13296538,cfcc,A41,tiger
13296538,tlid,144055229,tiger
13296538,county,"Orange, CA",tiger
13296538,source,tiger_import_dch_v0.6_20070809,tiger
13296538,zip_left,92869,tiger
13296538,name_base,Hamlin,tiger
13296538,name_type,St,tiger
13296538,separated,no,tiger
13296538,zip_right,92869,tiger
13296538,name_direction_prefix,S,tiger
13296604,name,South Rosewood Avenue,regular
13296604,highway,residential,regular
13296604,cfcc,A41,tiger
13296604,tlid,144043371:144041742,tiger
13296604,county,"Orange, CA",tiger
13296604,source,tiger_import_dch_v0.6_20070809,tiger
13296604,reviewed,no,tiger
13296604,zip_left,92703,tiger
13296604,name_base,Rosewood,tiger
13296604,name_type,Ave,tiger
13296604,separated,no,tiger
13296604,zip_right,92703,tiger
13296604,name_direction_prefix,S,tiger
13296739,name,Sierra Palos Road,regular
13296739,highway,residential,regular
13296894,name,Hunter Avenue,regular
13296894,highway,residential,regular
13296894,cfcc,A41,tiger
13296894,tlid,144053874,tiger
13296894,county,"Orange, CA",tiger
13296894,source,tiger_import_dch_v0.6_20070809,tiger
13296894,reviewed,no,tiger
13296894,zip_left,92701,tiger
13296894,name_base,Hunter,tiger
13296894,name_type,Ave,tiger
13296894,separated,no,tiger
13296894,zip_right,92701,tiger
13296997,name,Nimes Circle,regular
13296997,highway,residential,regular
13296997,cfcc,A41,tiger
13296997,tlid,144060392,tiger
13296997,county,"Orange, CA",tiger
13296997,source,tiger_import_dch_v0.6_20070809,tiger
13296997,zip_left,92604,tiger
13296997,name_base,Nimes,tiger
13296997,name_type,Cir,tiger
13296997,separated,no,tiger
13296997,zip_right,92604,tiger
13297041,name,Park Newport,regular
13297041,highway,residential,regular
13297041,cfcc,A41,tiger
13297041,tlid,144050194,tiger
13297041,county,"Orange, CA",tiger
13297041,source,tiger_import_dch_v0.6_20070809,tiger
13297041,reviewed,no,tiger
13297041,zip_left,92660,tiger
13297041,name_base,Park Newport,tiger
13297041,separated,no,tiger
13297041,zip_right,92660,tiger
13297041,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13297109,name,East Trenton,regular
13297109,highway,residential,regular
13297109,cfcc,A41,tiger
13297109,county,"Orange, CA",tiger
13297109,zip_left,92620,tiger
13297109,name_base,East Trenton,tiger
13297109,zip_right,92620,tiger
13297182,name,Mountain View Drive,regular
13297182,highway,residential,regular
13297182,cfcc,A41,tiger
13297182,county,"Orange, CA",tiger
13297182,zip_left,92780,tiger
13297182,name_base,Mountain View,tiger
13297182,name_type,Dr,tiger
13297182,zip_right,92780,tiger
13297312,name,Caminito Sol,regular
13297312,highway,residential,regular
13297312,created_by,Potlatch 0.10f,regular
13297312,cfcc,A41,tiger
13297312,tlid,144062170,tiger
13297312,county,"Orange, CA",tiger
13297312,source,tiger_import_dch_v0.6_20070809,tiger
13297312,reviewed,no,tiger
13297312,zip_left,92653,tiger
13297312,name_base,Caminito Sol,tiger
13297312,separated,no,tiger
13297312,zip_right,92653,tiger
13297312,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13297443,name,North Eastside Avenue,regular
13297443,highway,residential,regular
13297443,cfcc,A41,tiger
13297443,county,"Orange, CA",tiger
13297443,zip_left,92705,tiger
13297443,name_base,Eastside,tiger
13297443,name_type,Ave,tiger
13297443,zip_right,92705,tiger
13297443,name_direction_prefix,N,tiger
13297507,name,Baristo,regular
13297507,highway,residential,regular
13297507,cfcc,A41,tiger
13297507,tlid,144086728,tiger
13297507,county,"Orange, CA",tiger
13297507,source,tiger_import_dch_v0.6_20070809,tiger
13297507,reviewed,no,tiger
13297507,zip_left,92612,tiger
13297507,name_base,Baristo,tiger
13297507,separated,no,tiger
13297507,zip_right,92612,tiger
13297507,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13297651,name,Del Andante,regular
13297651,highway,residential,regular
13297651,cfcc,A41,tiger
13297651,county,"Orange, CA",tiger
13297651,zip_left,92614,tiger
13297651,name_base,Del Andante,tiger
13297651,zip_right,92614,tiger
13297815,name,Twinford Drive,regular
13297815,highway,residential,regular
13297815,cfcc,A41,tiger
13297815,county,"Orange, CA",tiger
13297815,zip_left,92630,tiger
13297815,name_base,Twinford,tiger
13297815,name_type,Dr,tiger
13297815,zip_right,92630,tiger
13298011,name,Mondo Way,regular
13298011,highway,residential,regular
13298011,cfcc,A41,tiger
13298011,tlid,144058628,tiger
13298011,county,"Orange, CA",tiger
13298011,source,tiger_import_dch_v0.6_20070809,tiger
13298011,reviewed,no,tiger
13298011,zip_left,92612,tiger
13298011,name_base,Mondo,tiger
13298011,name_type,Way,tiger
13298011,separated,no,tiger
13298011,zip_right,92612,tiger
13298011,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13298037,name,North Wright Street,regular
13298037,highway,residential,regular
13298037,cfcc,A41,tiger
13298037,county,"Orange, CA",tiger
13298037,zip_left,92705,tiger
13298037,name_base,Wright,tiger
13298037,name_type,St,tiger
13298037,zip_right,92701,tiger
13298037,name_direction_prefix,N,tiger
13298137,name,Teakwood Street,regular
13298137,name_1,Teakwood,regular
13298137,highway,residential,regular
13298137,county,"Orange, CA",tiger
13298137,reviewed,yes,tiger
13298137,zip_left,92707,tiger
13298137,name_base,Teakwood,tiger
13298137,name_type,St,tiger
13298137,zip_right,92707,tiger
13298137,name_base_1,Teakwood,tiger
13298270,name,Pelican Court,regular
13298270,highway,residential,regular
13298270,created_by,Potlatch 0.10f,regular
13298270,cfcc,A41,tiger
13298270,tlid,144416702:144385919,tiger
13298270,county,"Orange, CA",tiger
13298270,source,tiger_import_dch_v0.6_20070809,tiger
13298270,reviewed,no,tiger
13298270,zip_left,92660,tiger
13298270,name_base,Pelican,tiger
13298270,name_type,Ct,tiger
13298270,separated,no,tiger
13298270,zip_right,92660,tiger
13298415,name,Sirius,regular
13298415,highway,residential,regular
13298415,cfcc,A41,tiger
13298415,tlid,144060250,tiger
13298415,county,"Orange, CA",tiger
13298415,source,tiger_import_dch_v0.6_20070809,tiger
13298415,reviewed,no,tiger
13298415,name_base,Sirius,tiger
13298415,separated,no,tiger
13298415,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13298547,name,Segura,regular
13298547,highway,residential,regular
13298547,cfcc,A41,tiger
13298547,tlid,144058504,tiger
13298547,county,"Orange, CA",tiger
13298547,source,tiger_import_dch_v0.6_20070809,tiger
13298547,zip_left,92612,tiger
13298547,name_base,Segura,tiger
13298547,separated,no,tiger
13298547,zip_right,92612,tiger
13298547,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13298642,name,Hibiscus,regular
13298642,access,private,regular
13298642,highway,residential,regular
13298642,cfcc,A41,tiger
13298642,county,"Orange, CA",tiger
13298642,zip_left,92620,tiger
13298642,name_base,Hibiscus,tiger
13298642,zip_right,92620,tiger
13298689,name,West Stevens Avenue,regular
13298689,highway,residential,regular
13298689,cfcc,A41,tiger
13298689,county,"Orange, CA",tiger
13298689,reviewed,yes,tiger
13298689,zip_left,92707,tiger
13298689,name_base,Stevens,tiger
13298689,name_type,Ave,tiger
13298689,zip_right,92707,tiger
13298689,name_direction_prefix,W,tiger
13298856,name,Cambridge Street,regular
13298856,highway,residential,regular
13298856,cfcc,A41,tiger
13298856,tlid,144051588:144051596:144051598,tiger
13298856,county,"Orange, CA",tiger
13298856,source,tiger_import_dch_v0.6_20070809,tiger
13298856,zip_left,92701,tiger
13298856,name_base,Cambridge,tiger
13298856,name_type,St,tiger
13298856,separated,no,tiger
13298856,zip_right,92701,tiger
13299013,name,South Pixley Street,regular
13299013,highway,residential,regular
13299013,cfcc,A41,tiger
13299013,county,"Orange, CA",tiger
13299013,zip_left,92868,tiger
13299013,name_base,Pixley,tiger
13299013,name_type,St,tiger
13299013,zip_right,92868,tiger
13299013,name_direction_prefix,S,tiger
13299139,name,El Segundo Street,regular
13299139,highway,residential,regular
13299139,created_by,Potlatch 0.10f,regular
13299139,cfcc,A41,tiger
13299139,tlid,144070463:144070466,tiger
13299139,county,"Orange, CA",tiger
13299139,source,tiger_import_dch_v0.6_20070809,tiger
13299139,reviewed,no,tiger
13299139,zip_left,92653,tiger
13299139,name_base,El Segundo,tiger
13299139,name_type,St,tiger
13299139,separated,no,tiger
13299139,zip_right,92653,tiger
13299250,name,Pioneer Road,regular
13299250,source,usgs_imagery,regular
13299250,highway,residential,regular
13299250,cfcc,A41,tiger
13299250,county,"Orange, CA",tiger
13299250,name_base,Pioneer,tiger
13299250,name_type,Rd,tiger
13299416,name,Del Amo Avenue,regular
13299416,highway,residential,regular
13299416,cfcc,A41,tiger
13299416,county,"Orange, CA",tiger
13299416,zip_left,92780,tiger
13299416,name_base,Del Amo,tiger
13299416,name_type,Ave,tiger
13299416,zip_right,92780,tiger
13299475,name,Freedom Place,regular
13299475,highway,residential,regular
13299475,cfcc,A41,tiger
13299475,county,"Orange, CA",tiger
13299475,zip_left,92602,tiger
13299475,name_base,Freedom,tiger
13299475,name_type,Pl,tiger
13299475,zip_right,92602,tiger
13299562,name,La Cuesta Avenue,regular
13299562,highway,residential,regular
13299562,created_by,Potlatch 0.10f,regular
13299562,cfcc,A41,tiger
13299562,tlid,144064623:144064625,tiger
13299562,county,"Orange, CA",tiger
13299562,source,tiger_import_dch_v0.6_20070809,tiger
13299562,reviewed,no,tiger
13299562,zip_left,92653,tiger
13299562,name_base,La Cuesta,tiger
13299562,name_type,Ave,tiger
13299562,separated,no,tiger
13299562,zip_right,92653,tiger
13299731,name,Parker Drive,regular
13299731,odbl,clean,regular
13299731,highway,residential,regular
13299731,cfcc,A41,tiger
13299731,tlid,144086020:144053269:144086018,tiger
13299731,county,"Orange, CA",tiger
13299731,source,tiger_import_dch_v0.6_20070809,tiger
13299731,zip_left,92780,tiger
13299731,name_base,Parker,tiger
13299731,name_type,Dr,tiger
13299731,separated,no,tiger
13299731,zip_right,92780,tiger
13299806,oneway,yes,regular
13299806,highway,residential,regular
13299806,cfcc,A41,tiger
13299806,county,"Orange, CA",tiger
13299806,zip_left,92612,tiger
13299806,name_base,Mimosa,tiger
13299806,zip_right,92612,tiger
13299866,name,East Washington Avenue,regular
13299866,highway,residential,regular
13299866,cfcc,A41,tiger
13299866,tlid,144052450:144052451,tiger
13299866,county,"Orange, CA",tiger
13299866,source,tiger_import_dch_v0.6_20070809,tiger
13299866,zip_left,92866,tiger
13299866,name_base,Washington,tiger
13299866,name_type,Ave,tiger
13299866,separated,no,tiger
13299866,zip_right,92866,tiger
13299866,name_direction_prefix,E,tiger
13300015,name,East Pine Street,regular
13300015,highway,residential,regular
13300015,cfcc,A41,tiger
13300015,county,"Orange, CA",tiger
13300015,zip_left,92701,tiger
13300015,name_base,Pine,tiger
13300015,name_type,St,tiger
13300015,zip_right,92701,tiger
13300015,name_direction_prefix,E,tiger
13300261,name,Indiana,regular
13300261,highway,residential,regular
13300261,cfcc,A41,tiger
13300261,county,"Orange, CA",tiger
13300261,zip_left,92606,tiger
13300261,name_base,Indiana,tiger
13300261,zip_right,92606,tiger
13300447,name,Langford,regular
13300447,access,private,regular
13300447,source,usgs_imagery,regular
13300447,highway,residential,regular
13300447,cfcc,A41,tiger
13300447,tlid,144139492,tiger
13300447,county,"Orange, CA",tiger
13300447,source,tiger_import_dch_v0.6_20070809,tiger
13300447,zip_left,92602,tiger
13300447,name_base,Langford,tiger
13300447,separated,no,tiger
13300447,zip_right,92602,tiger
13300447,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13300557,name,Lakeview Lane,regular
13300557,highway,residential,regular
13300557,cfcc,A41,tiger
13300557,county,"Orange, CA",tiger
13300557,zip_left,92630,tiger
13300557,name_base,Lakeview,tiger
13300557,name_type,Ln,tiger
13300557,zip_right,92630,tiger
13300740,name,Lockwood Park Place,regular
13300740,highway,residential,regular
13300740,cfcc,A41,tiger
13300740,county,"Orange, CA",tiger
13300740,zip_left,92780,tiger
13300740,name_base,Lockwood Park,tiger
13300740,name_type,Pl,tiger
13300740,zip_right,92780,tiger
13300838,name,Oakwood Lane,regular
13300838,access,private,regular
13300838,highway,residential,regular
13300838,cfcc,A74,tiger
13300838,county,"Orange, CA",tiger
13300838,name_base,Oakwood,tiger
13300838,name_type,Ln,tiger
13300949,name,Aspen Creek Lane,regular
13300949,highway,residential,regular
13300949,cfcc,A41,tiger
13300949,county,"Orange, CA",tiger
13300949,reviewed,no,tiger
13300949,zip_left,92653,tiger
13300949,name_base,Aspen Creek,tiger
13300949,name_type,Ln,tiger
13300949,zip_right,92653,tiger
13301024,name,North Baker Street,regular
13301024,highway,residential,regular
13301024,cfcc,A41,tiger
13301024,county,"Orange, CA",tiger
13301024,zip_left,92706,tiger
13301024,name_base,Baker,tiger
13301024,name_type,St,tiger
13301024,zip_right,92706,tiger
13301024,name_direction_prefix,N,tiger
13301197,name,Pebblewood,regular
13301197,access,private,regular
13301197,highway,service,regular
13301197,cfcc,A74,tiger
13301197,county,"Orange, CA",tiger
13301197,zip_left,92604,tiger
13301197,name_base,Pebblewood,tiger
13301197,zip_right,92604,tiger
13301339,name,Rockrose,regular
13301339,highway,residential,regular
13301339,cfcc,A41,tiger
13301339,tlid,144417460,tiger
13301339,county,"Orange, CA",tiger
13301339,source,tiger_import_dch_v0.6_20070809,tiger
13301339,reviewed,no,tiger
13301339,zip_left,92656,tiger
13301339,name_base,Rockrose,tiger
13301339,separated,no,tiger
13301339,zip_right,92656,tiger
13301339,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13301425,name,Laguna Court,regular
13301425,source,usgs_imagery_2007;survey;image,regular
13301425,highway,residential,regular
13301425,source_ref,AM909_DSCU7453,regular
13301425,cfcc,A41,tiger
13301425,county,"Orange, CA",tiger
13301425,reviewed,no,tiger
13301425,zip_left,92656,tiger
13301425,name_base,Laguna,tiger
13301425,name_type,Ct,tiger
13301425,zip_right,92656,tiger
13301558,name,Portica,regular
13301558,highway,residential,regular
13301558,cfcc,A41,tiger
13301558,tlid,144398641:144398644:144398645,tiger
13301558,county,"Orange, CA",tiger
13301558,source,tiger_import_dch_v0.6_20070809,tiger
13301558,reviewed,no,tiger
13301558,zip_left,92657,tiger
13301558,name_base,Portica,tiger
13301558,zip_right,92657,tiger
13301618,name,Charloma Drive,regular
13301618,highway,residential,regular
13301618,cfcc,A41,tiger
13301618,tlid,144054804,tiger
13301618,county,"Orange, CA",tiger
13301618,source,tiger_import_dch_v0.6_20070809,tiger
13301618,reviewed,no,tiger
13301618,zip_left,92780,tiger
13301618,name_base,Charloma,tiger
13301618,name_type,Dr,tiger
13301618,separated,no,tiger
13301618,zip_right,92780,tiger
13301648,name,Bretagne,regular
13301648,highway,residential,regular
13301648,cfcc,A41,tiger
13301648,tlid,144416965,tiger
13301648,county,"Orange, CA",tiger
13301648,source,tiger_import_dch_v0.6_20070809,tiger
13301648,reviewed,no,tiger
13301648,zip_left,92657,tiger
13301648,name_base,Bretagne,tiger
13301648,zip_right,92657,tiger
13301778,name,Yorba Street,regular
13301778,highway,secondary,regular
13301778,cfcc,A41,tiger
13301778,county,"Orange, CA",tiger
13301778,name_base,Yorba,tiger
13301778,name_type,St,tiger
13301877,name,Hillsborough,regular
13301877,highway,residential,regular
13301877,cfcc,A41,tiger
13301877,tlid,144059218:144059219:144059222,tiger
13301877,county,"Orange, CA",tiger
13301877,source,tiger_import_dch_v0.6_20070809,tiger
13301877,reviewed,no,tiger
13301877,zip_left,92660,tiger
13301877,name_base,Hillsborough,tiger
13301877,separated,no,tiger
13301877,zip_right,92660,tiger
13301877,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13301947,name,Deerfield Avenue,regular
13301947,highway,residential,regular
13301947,cfcc,A41,tiger
13301947,tlid,144396311,tiger
13301947,county,"Orange, CA",tiger
13301947,source,tiger_import_dch_v0.6_20070809,tiger
13301947,name_base,Deerfield,tiger
13301947,name_type,Ave,tiger
13301947,separated,no,tiger
13301969,name,Deerfield Avenue,regular
13301969,highway,residential,regular
13301969,cfcc,A41,tiger
13301969,county,"Orange, CA",tiger
13301969,name_base,Deerfield,tiger
13301969,name_type,Ave,tiger
13302089,name,South Lilac Lane,regular
13302089,highway,residential,regular
13302089,cfcc,A41,tiger
13302089,tlid,144141516,tiger
13302089,county,"Orange, CA",tiger
13302089,source,tiger_import_dch_v0.6_20070809,tiger
13302089,zip_left,92868,tiger
13302089,name_base,Lilac,tiger
13302089,name_type,Ln,tiger
13302089,separated,no,tiger
13302089,zip_right,92868,tiger
13302089,name_direction_prefix,S,tiger
13302202,name,Sandwood Lane,regular
13302202,highway,residential,regular
13302202,cfcc,A41,tiger
13302202,tlid,144056219,tiger
13302202,county,"Orange, CA",tiger
13302202,source,tiger_import_dch_v0.6_20070809,tiger
13302202,reviewed,no,tiger
13302202,zip_left,92705,tiger
13302202,name_base,Sandwood,tiger
13302202,name_type,Ln,tiger
13302202,separated,no,tiger
13302202,zip_right,92705,tiger
13302304,name,Bayview Circle,regular
13302304,highway,residential,regular
13302304,cfcc,A41,tiger
13302304,county,"Orange, CA",tiger
13302304,zip_left,92660,tiger
13302304,name_base,Bayview,tiger
13302304,name_type,Cir,tiger
13302304,zip_right,92660,tiger
13302360,name,East Larkstone Avenue,regular
13302360,highway,residential,regular
13302360,cfcc,A41,tiger
13302360,county,"Orange, CA",tiger
13302360,zip_left,92869,tiger
13302360,name_base,Larkstone,tiger
13302360,name_type,Ave,tiger
13302360,zip_right,92869,tiger
13302360,name_direction_prefix,E,tiger
13302401,name,North Quail Lane,regular
13302401,highway,residential,regular
13302401,cfcc,A41,tiger
13302401,tlid,144055511:144055512,tiger
13302401,county,"Orange, CA",tiger
13302401,source,tiger_import_dch_v0.6_20070809,tiger
13302401,zip_left,92869,tiger
13302401,name_base,Quail,tiger
13302401,name_type,Ln,tiger
13302401,separated,no,tiger
13302401,zip_right,92869,tiger
13302401,name_direction_prefix,N,tiger
13302456,name,Port Chelsea Place,regular
13302456,highway,residential,regular
13302456,cfcc,A41,tiger
13302456,tlid,144059170:144059160,tiger
13302456,county,"Orange, CA",tiger
13302456,source,tiger_import_dch_v0.6_20070809,tiger
13302456,reviewed,no,tiger
13302456,zip_left,92660,tiger
13302456,name_base,Port Chelsea,tiger
13302456,name_type,Pl,tiger
13302456,separated,no,tiger
13302456,zip_right,92660,tiger
13302456,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13302543,name,Dayna Street,regular
13302543,highway,residential,regular
13302543,cfcc,A41,tiger
13302543,county,"Orange, CA",tiger
13302543,zip_left,92705,tiger
13302543,name_base,Dayna,tiger
13302543,name_type,St,tiger
13302543,zip_right,92705,tiger
13302704,name,South Shattuck Place,regular
13302704,highway,residential,regular
13302704,cfcc,A41,tiger
13302704,tlid,144052434,tiger
13302704,county,"Orange, CA",tiger
13302704,source,tiger_import_dch_v0.6_20070809,tiger
13302704,zip_left,92866,tiger
13302704,name_base,Shattuck,tiger
13302704,name_type,Pl,tiger
13302704,separated,no,tiger
13302704,zip_right,92866,tiger
13302704,name_direction_prefix,S,tiger
13302837,name,Mahogany Street,regular
13302837,source,usgs_imagery,regular
13302837,highway,residential,regular
13302837,cfcc,A41,tiger
13302837,tlid,144125043,tiger
13302837,county,"Orange, CA",tiger
13302837,source,tiger_import_dch_v0.6_20070809,tiger
13302837,name_base,Mahogany,tiger
13302837,name_type,St,tiger
13302837,separated,no,tiger
13302933,name,Singingwoods Drive,regular
13302933,highway,residential,regular
13302933,cfcc,A41,tiger
13302933,county,"Orange, CA",tiger
13302933,zip_left,92630,tiger
13302933,name_base,Hummingbird:Singingwood,tiger
13302933,name_type,Dr:Ln,tiger
13302933,zip_right,92630,tiger
13303069,name,Prism Place,regular
13303069,highway,residential,regular
13303069,cfcc,A41,tiger
13303069,county,"Orange, CA",tiger
13303069,zip_left,92630,tiger
13303069,name_base,Prism,tiger
13303069,name_type,Pl,tiger
13303069,zip_right,92630,tiger
13303186,name,Ariana,regular
13303186,highway,residential,regular
13303186,cfcc,A41,tiger
13303186,county,"Orange, CA",tiger
13303186,reviewed,no,tiger
13303186,zip_left,92614,tiger
13303186,name_base,Ariana,tiger
13303259,name,Loumont Drive,regular
13303259,highway,residential,regular
13303259,cfcc,A41,tiger
13303259,county,"Orange, CA",tiger
13303259,name_base,Loumont,tiger
13303259,name_type,Dr,tiger
13303259,zip_right,92630,tiger
13303401,name,Rangewood Road,regular
13303401,highway,residential,regular
13303401,cfcc,A41,tiger
13303401,tlid,144404615:144404616,tiger
13303401,county,"Orange, CA",tiger
13303401,source,tiger_import_dch_v0.6_20070809,tiger
13303401,reviewed,no,tiger
13303401,zip_left,92653,tiger
13303401,name_base,Rangewood,tiger
13303401,name_type,Rd,tiger
13303401,separated,no,tiger
13303401,zip_right,92653,tiger
13303490,name,Coral Place,regular
13303490,highway,residential,regular
13303490,cfcc,A41,tiger
13303490,county,"Orange, CA",tiger
13303490,zip_left,92630,tiger
13303490,name_base,Coral,tiger
13303490,name_type,Pl,tiger
13303490,zip_right,92630,tiger
13303573,name,Caminito Libre,regular
13303573,highway,residential,regular
13303573,created_by,Potlatch 0.10f,regular
13303573,cfcc,A41,tiger
13303573,tlid,144062172,tiger
13303573,county,"Orange, CA",tiger
13303573,source,tiger_import_dch_v0.6_20070809,tiger
13303573,reviewed,no,tiger
13303573,zip_left,92653,tiger
13303573,name_base,Caminito Libre,tiger
13303573,separated,no,tiger
13303573,zip_right,92653,tiger
13303573,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13303619,name,Griset,regular
13303619,highway,residential,regular
13303619,cfcc,A41,tiger
13303619,tlid,144135408,tiger
13303619,county,"Orange, CA",tiger
13303619,source,tiger_import_dch_v0.6_20070809,tiger
13303619,zip_left,92782,tiger
13303619,name_base,Griset,tiger
13303619,separated,no,tiger
13303619,zip_right,92782,tiger
13303619,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13303743,name,Dakota,regular
13303743,highway,tertiary,regular
13303881,name,Morningside,regular
13303881,highway,residential,regular
13303881,cfcc,A41,tiger
13303881,tlid,144090921:144090887:144090888,tiger
13303881,county,"Orange, CA",tiger
13303881,source,tiger_import_dch_v0.6_20070809,tiger
13303881,reviewed,no,tiger
13303881,zip_left,92603,tiger
13303881,name_base,Morningside,tiger
13303881,separated,no,tiger
13303881,zip_right,92612,tiger
13303881,upload_uuid,bulk_upload.pl-96b38365-dd2d-4eab-8ec1-33441607e7c5,tiger
13303976,name,Carmel Avenue,regular
13303976,highway,residential,regular
13303976,cfcc,A41,tiger
13303976,county,"Orange, CA",tiger
13303976,zip_left,92606,tiger
13303976,name_base,Carmel,tiger
13303976,name_type,Ave,tiger
13303976,zip_right,92606,tiger
13304103,name,Sonora Lane,regular
13304103,odbl,clean,regular
13304103,highway,residential,regular
13304103,cfcc,A41,tiger
13304103,tlid,144054114:144054122,tiger
13304103,county,"Orange, CA",tiger
13304103,source,tiger_import_dch_v0.6_20070809,tiger
13304103,reviewed,no,tiger
13304103,zip_left,92780,tiger
13304103,name_base,Sonora,tiger
13304103,name_type,Ln,tiger
13304103,separated,no,tiger
13304103,zip_right,92780,tiger
13304245,name,Gimbert Lane,regular
13304245,highway,residential,regular
13304245,cfcc,A41,tiger
13304245,county,"Orange, CA",tiger
13304245,zip_left,92705,tiger
13304245,name_base,Gimbert,tiger
13304245,name_type,Ln,tiger
13304245,zip_right,92705,tiger
13304391,name,Cranberry Road,regular
13304391,highway,residential,regular
13304391,cfcc,A41,tiger
13304391,tlid,144056982,tiger
13304391,county,"Orange, CA",tiger
13304391,source,tiger_import_dch_v0.6_20070809,tiger
13304391,reviewed,no,tiger
13304391,zip_left,92780,tiger
13304391,name_base,Cranberry,tiger
13304391,name_type,Rd,tiger
13304391,separated,no,tiger
13304391,zip_right,92780,tiger
13304478,name,Pinto Lane,regular
13304478,highway,residential,regular
13304478,cfcc,A41,tiger
13304478,county,"Orange, CA",tiger
13304478,zip_left,92705,tiger
13304478,name_base,Pinto,tiger
13304478,name_type,Ln,tiger
13304478,zip_right,92705,tiger
13304645,name,Falcon Creek,regular
13304645,access,private,regular
13304645,highway,residential,regular
13304645,cfcc,A41,tiger
13304645,county,"Orange, CA",tiger
13304645,zip_left,92618,tiger
13304645,name_base,Falcon Creek,tiger
13304645,zip_right,92618,tiger
13304718,name,West Sierra Drive,regular
13304718,highway,residential,regular
13304718,county,"Orange, CA",tiger
13304718,reviewed,yes,tiger
13304718,zip_left,92707,tiger
13304718,name_base,Sierra,tiger
13304718,name_type,Dr,tiger
13304718,zip_right,92707,tiger
13304718,name_direction_prefix,W,tiger
13304831,name,San Mateo,regular
13304831,highway,residential,regular
13304831,cfcc,A41,tiger
13304831,county,"Orange, CA",tiger
13304831,name_base,San Mateo,tiger
13305034,name,Spy Glass Hill Road,regular
13305034,highway,tertiary,regular
13305034,cycleway,lane,regular
13305034,cfcc,A41,tiger
13305034,county,"Orange, CA",tiger
13305034,reviewed,no,tiger
13305034,name_base,Spy Glass Hill,tiger
13305034,name_type,Rd,tiger
13305197,name,Yellowstone Lane,regular
13305197,highway,residential,regular
13305197,cfcc,A41,tiger
13305197,county,"Orange, CA",tiger
13305197,zip_left,92630,tiger
13305197,name_base,Yellowstone,tiger
13305197,name_type,Ln,tiger
13305197,zip_right,92630,tiger
13305300,name,Harborcrest,regular
13305300,highway,residential,regular
13305300,cfcc,A41,tiger
13305300,county,"Orange, CA",tiger
13305300,zip_left,92604,tiger
13305300,name_base,Harborcrest,tiger
13305300,zip_right,92604,tiger
13305387,name,Weston Square,regular
13305387,highway,residential,regular
13305387,cfcc,A41,tiger
13305387,county,"Orange, CA",tiger
13305387,name_base,Weston,tiger
13305387,name_type,Sq,tiger
13305508,name,Peacock Court,regular
13305508,highway,residential,regular
13305508,cfcc,A41,tiger
13305508,tlid,144381178,tiger
13305508,county,"Orange, CA",tiger
